367	hot dogs	The hot dogs are good, yes, but the reason to get over here is the fantastic pork croquette sandwich, perfect on its supermarket squishy bun.	1
368	pork croquette sandwich	The hot dogs are good, yes, but the reason to get over here is the fantastic pork croquette sandwich, perfect on its supermarket squishy bun.	1
369	bun	The hot dogs are good, yes, but the reason to get over here is the fantastic pork croquette sandwich, perfect on its supermarket squishy bun.	1
370	food	The food tasted very good.	1
371	family seafood entree	The family seafood entree was very good.	1
372	main entree	The main entree was also very good.	1
373	food	Price is high but the food is good, so I would come back again.	1
374	place	This place doesn't make any sense	0
375	decor	This place has totally weird decor, stairs going up with mirrored walls - I am surprised how no one yet broke their head or fall off the stairs - mirrored walls make you dizzy and delusional...	0
376	mirrored walls	This place has totally weird decor, stairs going up with mirrored walls - I am surprised how no one yet broke their head or fall off the stairs - mirrored walls make you dizzy and delusional...	0
377	place	This place is not inviting and the food is totally weird.	0
378	food	This place is not inviting and the food is totally weird.	0
379	japanese tapas	The concept of japanese tapas is newly created and clearly doesn't work.	0
380	food	The food they serve is not comforting, not appetizing and uncooked.	0
381	Food	Good Food	1
382	food	The food was great and tasty, but the sitting space was too small, I don't like being cramp in a corner.	1
383	sitting space	The food was great and tasty, but the sitting space was too small, I don't like being cramp in a corner.	0
384	place	Over all it was a very nice romantic place .	1
385	Pacifico	A coworker and I tried Pacifico after work a few Fridays and loved it.	1
386	atmosphere	The atmosphere was great.	1
387	food	The food we ordered was excellent, although I wouldn't say the margaritas were anything to write home about.	1
388	restaurant	I must say I am surprised by the bad reviews of the restaurant earlier in the year, though.	1
389	patio	Regardless, we'll be back and can't wait to visit in the summer to take advantage of the patio.	1
390	servers	The servers at Flatbush Farm appear to have perfected that ghastly technique of making you feel guilty and ashamed for deigning to attract their attention.	0
391	server	A different server enhanced the fun, dumping our entrees in front of us halfway through our appetizer (which was delicious).	0
392	appetizer	A different server enhanced the fun, dumping our entrees in front of us halfway through our appetizer (which was delicious).	1
393	food	Overall the food quality was pretty good, though I hear the salmon is much better when it hasn't sat cooling in front of the guest.	1
394	fit-out	The place has a nice fit-out, some attractive furnishings and, from what I could tell, a reasonable wine list (I was given the food menu when I asked for the carte des vins)	1
395	furnishings	The place has a nice fit-out, some attractive furnishings and, from what I could tell, a reasonable wine list (I was given the food menu when I asked for the carte des vins)	1
396	wine list	The place has a nice fit-out, some attractive furnishings and, from what I could tell, a reasonable wine list (I was given the food menu when I asked for the carte des vins)	1
397	palce	How is this palce still open?	0
398	chicken	I took one look at the chicken and I was appalled.	0
399	salmon	I took one bite from the $24 salmon, and I have never, in the 17 years I have been going to restaurants tasted salmon as fishy, as dry, and as bland as the one in Flatbush Farms.	0
400	waitress	At this point, the waitress comes over and asks us if everything was okay, I was literally so shocked that I was speechless and didn't say anything, and guess what, the waitress WALKED away.	0
401	spinach	So, I switch with my boyfriend again to see if maybe I could stomach the meat and spinach again, but the spinach was so undercooked that I just could not bite through it.	0
402	manager	This is where it really really gets bad: the manager said, there is absolutely nothing we can do, it's a matter of taste that she didn't like it, and I cannot comp it.	0
403	drinks	The manager came to the table and said we can do what we want, so we paid for what we did enjoy, the drinks and appetizers, and walked out.	1
404	appetizers	The manager came to the table and said we can do what we want, so we paid for what we did enjoy, the drinks and appetizers, and walked out.	1
405	STAFF	THIS STAFF SHOULD BE FIRED.	0
406	margherita pizza	cirspy crust margherita pizza	1
407	pizza	it was really good pizza.	1
408	crust	the crust was imazingly cooked well and pizza was fully loaded:):):)	1
409	pizza	the crust was imazingly cooked well and pizza was fully loaded:):):)	1
410	Restaurant	Single Worst Restaurant in Manhattan	0
411	decor	I'll being with a couple of positives: cool decor, good pita and hummus, and grilled octopus that was actually pretty tasty.	1
412	pita	I'll being with a couple of positives: cool decor, good pita and hummus, and grilled octopus that was actually pretty tasty.	1
413	hummus	I'll being with a couple of positives: cool decor, good pita and hummus, and grilled octopus that was actually pretty tasty.	1
414	grilled octopus	I'll being with a couple of positives: cool decor, good pita and hummus, and grilled octopus that was actually pretty tasty.	1
415	place	If I could give 0 stars I would do so for this place.	0
416	scene	It is quite a spectacular scene i'll give them that.	1
417	eggplant	The decor however seems to be the distraction so you won't notice that you just payed 300 bucks for some cold eggplant that took 2 FRICKIN HOURS TO COME!!!!	0
418	place	How this place survives the competitive west village market in this economy, or any other for that matter, is beyond me.	0
419	Hot Dogs	Great Hot Dogs!	1
420	food	Though it's been crowded most times I've gone here, Bark always delivers on their food.	1
421	hot dogs	The hot dogs are top notch, and they're Slamwich is amazing!	1
422	Slamwich	The hot dogs are top notch, and they're Slamwich is amazing!	1
423	Bark	Going to Bark is always worth the train ride, and will make your tongue and belly very happy!	1
424	menu	Only complaint is the pricing--I believe it would be more reasonable to pay a dollar less on each item listed on the menu.	0
425	spot	But nonetheless--great spot, great food.	1
426	food	But nonetheless--great spot, great food.	1
427	front of house staff	Fabulous food - if the front of house staff don't put you off – 	0
428	waiters	Each time we've been, the front of house staff (not the waiters - they're fantastic - but the people who greet and seat you) has been so hideous to us that were it not for the exceptional fish dishes I would never return. 	1
429	front of house staff	Each time we've been, the front of house staff (not the waiters - they're fantastic - but the people who greet and seat you) has been so hideous to us that were it not for the exceptional fish dishes I would never return. 	0
430	fish dishes	Each time we've been, the front of house staff (not the waiters - they're fantastic - but the people who greet and seat you) has been so hideous to us that were it not for the exceptional fish dishes I would never return. 	1
431	BFC	As BFC doesn't take reservations you almost always have to wait by the bar - and be abused by the front of house staff until you are seated, which can be over an hour later!	0
432	front of house staff	As BFC doesn't take reservations you almost always have to wait by the bar - and be abused by the front of house staff until you are seated, which can be over an hour later!	0
433	girl	The frizzy retro girl (with winged/ Dame Edna glasses) will yell at you if you try to order a drink. 	0
434	staff	I'd be horrified if my staff were turning away customers so early and so rudely!	0
435	girl	There's another girl who I can't describe, she is about 5'6 with brown hair, who eavesdrops on your conversation and chimes in - except she only hears the last part of what you said, so her uninvited opinions are often out of context and nothing to do with what you're *really* talking about. 	0
436	service	Considering you will spend at least $60 a head, I expect better service. 	0
437	Maitre-D	Maitre-D-Eat and get out	0
438	food	The food and service were fine, however the maitre-D was incredibly unwelcoming and arrogant.	1
439	service	The food and service were fine, however the maitre-D was incredibly unwelcoming and arrogant.	1
440	maitre-D	The food and service were fine, however the maitre-D was incredibly unwelcoming and arrogant.	0
441	bottle of wine	While finishing our meals which included a high-end bottle of wine, our son's fiance joined us for a glass of wine and dessert.	1
442	frontman	This guy refused to seat her and she left, followed shortly by the four of us, but not before I told him that in my 40 years of world travel, including Paris, that I had never seen such a display of bad behavior by a frontman in a restaurant.	0
443	maitre-D	A word to the wise: you can't dine here and disturb the maitre-D's sense of  table turnover, as whacked as it is, or else.	0
444	meal	Best meal in a long time!	1
445	Mussles	Mussles and calamari were superb Saturday evening.	1
446	calamari	Mussles and calamari were superb Saturday evening.	1
447	Lamb special	I had the Lamb special which was perfect.	1
448	flank steak	My father had the flank steak which was very good, and my mother had the swordfish.	1
449	The Four Seasons restaurant	The Four Seasons restaurant is a great experience.	1
450	food	The food is great and the environment is even better.	1
451	environment	The food is great and the environment is even better.	1
452	Hot Dogs	Taking Hot Dogs to the next level	1
453	Bark	At first glance this place seems a bit pricey for a hot dog joint, but at Bark you don't just get your average hot dog.	0
454	hot dog	At first glance this place seems a bit pricey for a hot dog joint, but at Bark you don't just get your average hot dog.	1
455	Atmosphere	Great Atmosphere	1
456	fish tacos	I highly recommend the fish tacos, everything else was ok.	1
457	atmosphere	Cool atmosphere, the fire place in the back really ads to it but needs a bit more heat throughout on a cold night.	1
458	fire place	Cool atmosphere, the fire place in the back really ads to it but needs a bit more heat throughout on a cold night.	1
459	service	Poor service and management	0
460	management	Poor service and management	0
461	place	Don’t go to this place!	0
462	Casa la Femme	Had an awful experience at Casa la Femme on a Saturday dinner.	0
463	manager	The manager was rude and handled the situation extremely poorly.	0
464	restaurant	Can’t believe how an expensive NYC restaurant can be so disrespectful to its clients.	0
465	staff	There is no way it justifies the accolades it receives, the attitude of the staff or the wait for a table.	0
466	bread	The bread was stale, the salad was overpriced and empty.	0
467	salad	The bread was stale, the salad was overpriced and empty.	0
468	pasta	The pasta was well cooked, didn't have enough sauce though or flavor.	1
469	hostess	The hostess was rude and I got a distinct feeling that they did not want to serve us.	0
470	bartender	The only thing that my friend left out is that when we sat down at the bar the bartender disappeared.	0
471	waitress	I asked for a menu and the same waitress looked at my like I was insane.	0
472	staff	Shame on this place for the horrible rude staff and non-existent customer service.	0
473	customer service	Shame on this place for the horrible rude staff and non-existent customer service.	0
474	staff	bad staff	0
475	place	I generally like this place.	1
476	food	The food is good.	1
477	space	The design of the space is good.	1
478	service	But the service is HORRID!	0
479	waitress	I was there for brunch recently, and we were tag teamed by a waitress and a waiter.	0
480	waiter	I was there for brunch recently, and we were tag teamed by a waitress and a waiter.	0
481	waitress	The waitress came to check in on us every few minutes, and began to clear the plates while half of us were still eating (a big pet peeve of mine that happens almost everywhere, so I try to ignore it).	0
482	place	I wish I could like this place more, and I wish someone would retrain the staff.	0
483	staff	I wish I could like this place more, and I wish someone would retrain the staff.	0
